Content,Date,User
"Sigue contando como ""empleos"" a los beneficiarios de las becas nini??

O a los beneficiarios de viles creditos a la construcción?

Sigue inflando sus cifras, señor?",16 ago.,@EnriqueGzs
"@lopezobrador_ oiga!!
Un día deberá aceptar que es responsable de lo que es México, y reflexionará todo lo provocado.
Hagase cargo de sus acciones, reconosca sus errores, cambie y ahora si comenzará la verdadera transformación tan anhelada. 

Ni en tus putos sueños

#Mirmidones",16 ago.,@Fer_MX10
Ya solo faltan 1’950’000,16 ago.,@PerritoDoctor
"Y cuantos trabajos se han perdido, por tu ignorancia?
#ElCacasDestructorDeMexico
#ElPeorPresidenteDeLaHistoria
#LopezEstasBienPendejo",16 ago.,@galadelara
"Mentiras y más mentiras!! Piensas que no existen medios para corroborar tus falsedades?? Wey ya vivimos en la época en donde no nos puedes engañar, actualízate",16 ago.,@AlanaRendon
"Está usted bien pendejo. Los empleos recuperados, si es que existen; no se deben a tu gestión o se deben a tu gran gobierno. Si existe esa recuperación del empleo, se debe a los empresarios que con su gran aporte siguen adelante a pesar de usted y su estúpida 4T.",16 ago.,@Enrique_MtzMa
"Ya nada más te faltan 1,947,545 empleos, para los dos millones que prometiste HDTPM!!",16 ago.,@raulwarnholtz
"Se me hace que le dijeron 52,000 muertes por covid 19 y este tipo dice que son empleos.",16 ago.,@Regio_Mty_NL
"Mentiroso de mierda!! 
Seguro vas a decir que tú inventaste la vacuna para el covid!",16 ago.,@ElLobo89551975
"No debiste usar el #COVID para asesinar a tus opositores; solo lo esparciste matando a gente inocente.

Miserable",16 ago.,@JuanConnor18
"Bien  presidente @lopezobrador_ !

Saldremos de esto pronto. 

¡Todos sabemos que usted y su gabinete están trabajando por México!",16 ago.,@Guasonhappy
Y los 2 millones que prometió? Esos 52 mil no son nada en comparación con lo que se perdió y sus promesas vanas...,16 ago.,@malusita76
"Que tiempos aquellos cuando había campañas para cuidar el agua, vacunar a los niños o cosas así.

Ahora el gobierno se la pasa en campaña comprando votos. 😒",16 ago.,@CandyHoneyLiz
"Gracias querido Presidente, nos felicitamos todos y esperamos pronto volver a llenar las plazas reunidos con alegría con usted. Yo con #AMLO por La Paz y la democracia 🇲🇽🕊",16 ago.,@Hasardevi
"Los niños con cáncer siguen sin medicamentos
Los niños con cáncer siguen sin medicamentos
Los niños con cáncer siguen sin medicamentos
Los niños con cáncer siguen sin medicamentos
Los niños con cáncer siguen sin medicamentos
#FRENAAA #LopezMiente
#ExigimosMedicinasParaElCáncer ‼️",16 ago.,@AgnesAlessandr6
"Cuando las mentiras se disfrazan de verdades, sale #ElCacas  con su discursito, típico del presidentito.",16 ago.,@yosif2000
"@lopezobrador_ 
para él, todo sirve de cortina de humo ser atacado, el COVID-19, Lozoya
mientras que el dinero se esfumó 
y el país cada vez más en la olla
Un tipo que sigue los pasos del pelón
que no le importa como sea su gestión 
ya pasó a la historia por caución
#PayadoresMx",16 ago.,@KFLaProvidencia
¿Serán las vacantes que han dejado los fallecidos del covid que el lamentable manejo de la pandemia han tenido los Lopitoz?,16 ago.,@DonAntichairo
México solamente verá la luz cuando usted se vaya,16 ago.,@rr_analu
"@lopezobrador_ 
Se dice el presidente más atacado
pero ¿cómo no? si es un ignorante
incongruente, un tanto desgraciado
y con una actitud tan aberrante
con la gente que le dio su confianza
protegiendo a toda su gente tranza.
#PayadoresMx
#conlosniñosconcancerNO",16 ago.,@KFLaProvidencia
"Lárgate ya!... Déjanos en paz maldit to viejo enfermo mental.... #NoTeQueremoslopez

Ya déjanos RESPIRAR!..

😡😡😡😡",16 ago.,@LaraMexico3
"ANCIANO PENDEJO, SI TAN SÓLO CUANDO LLEGASTE A LOS 3MESES YA HABÍA MÁS DE 300MIL DESEMPLEADOS DEL GOB. MAS LOS MILLONES ANTES DE LA PANDEMIA Y YA NI HABLAR DE AHORITA🤦‍♂️🤦‍♂️
ESPANTANDO EMPRESAS, E INCERSIONES, ACOSANDO A LAS DE MEXICO, NO MAMES PENDEJO🙄🙄🙄",16 ago.,@Soulcol43281442
"Usted es el gran faro que alumbra nuestro querido y grandiiso mexico.

Con usted este pais sale adelante y mas rápido de esta pandemia.

Lo dije y lo repito.

Gracias adios por que usted es nuestro PRESIDENTE.",15 ago.,@forozcolg
"Don pandejo, perdió 1 millón de empleos formales y más de 12 millones de informales. Solo en un anciano ignorante, enfermo e imbécil es buena noticia ""recuperar"" unos cuantos empleos. #LopezEstasBienPendejo",15 ago.,@renebmex
"No son 52000 son 56000 y son fallecimientos no empleos, no nos engañas!

Por cierto ningún mérito tiene que el gobierno hable de la creación de empleos si solo provoca más desempleo y pobreza!",15 ago.,@Davidsglez48
"Felicidades!! Cuántos empleos formales dijiste que habría? 
En cuanto tiempo?
Cuantos te faltan?
Cómo que en lugar de lucesita necesitas un reflector muy potente porque andas muy lento lo pendejo, inutil, huevón y traídor ya lo traías",15 ago.,@bonniemara
"@lopezobrador_  Señales de recuperación económica en México. Sábado 15 de agosto 2020. Presidente AMLO.

Una buena noticia: en agosto ya hemos recuperado 52 mil 455 empleos, según datos del IMSS. Es una lucecita que indica que vamos a salir del túnel.",15 ago.,@salariodelmiedo
Curiosamente el número de empleos recuperados es similar al número de fallecidos por covid-19.,15 ago.,@ciudadana10_del
"Sin duda que con el respaldo del pueblo no hay pandemia que pueda con #México, #MexicoSolidarioPorSiempre",15 ago.,@liderfiscal
"En donde? Ya no mientas!
El sector productivo está con el freno de mano, y que tú repitas mentiras no tiene una influencia positiva, YA NO ERES candidato, aquí prometer sin cumplir si empobrece.",15 ago.,@johnwickmx
"¡Ay no mames López! 🤦‍♀️🤦‍♀️apenas vamos en la 1a. quincena del mes y sales con tus estúpidas mentiras. Esa lucecita está fundida desde que tomaste el poder, millones de empleos perdidos y sales con una jaladota, que ni Peña ni Calderón se hubieran atrevido a hacerlo. ¡Mitómano loco!",15 ago.,@GARCIPAVON
"Pobre presidentito promete y promete y nada, estamos en agosto a 4 meses y medio de otra promesa incumplida, de formar 2 millones de empleos, y no estoy considerando los dos millones que ya se fueron, no es posible tanta mediocridad de López, #ElPeorPresidenteDeLaHistoria",15 ago.,@EguiarteIgnacio
"👉🏼👉🏼Cuando te digan que AMLO regala dinero, recuérdales que EPN regalo TVs, mientras que AMLO crea trabajos a travez de 3 trenes, 1 aeropuerto, 1 refinería, sembrando árboles y recibiendo capacitación laboral.",15 ago.,@igdec
"¡Gracias y que sigan las buenas nuevas, señor Presidente! ¡Qué MEGEAESTRELLADA se están dando aquellos que se relamían y se frotaban las manos con ganas de que el pueblo sufriera! ¡Paradójicamente los que sufren SON ELLOS😂😂😂😂! ¡Puras EXCELENTES NOTICIAS!💪👍👊😁👌",15 ago.,@jaretos
"A ese ritmo se necesitan 4 años para recuperar los empleos formales perdidos,  17 años para los empleos informales y casi 21 años para recuperar todos los empleos perdidos, sin contar los empleos nuevos necesarios.

Solo hay que saber aritmética básica.",15 ago.,@carretoso
"Sr. Presidente por favor haga que se nos haga justicia,  haga la consulta para encarcelar a todos los culpables del saqueo a México y se nos devuelva lo robado. 
#JuicioAExPresidentes",15 ago.,@olyagua
"""hemos"" sí tú no estás haciendo ni madres, son los empresarios que no quisiste apoyar y aguantaron la cuarentena.",15 ago.,@AleLadyBird
"¡¿Una lucecita?! No seas ridículo, Andrés Manuel. Con tu gobierno México no va en ningún túnel, va camino al precipicio. 

Según datos de la realidad se han perdido más de 12 millones de empleos y a 70 millones no les alcanzó ni para comprar la canasta básica.",15 ago.,@aracelibs
"Lucesita es lo que necesitan los que aún le creen, una pizca de luz nadamás para que México se vuelva a unir y salgamos de esta vacilada de gobierno",15 ago.,@la_grenitas
Ya nadamás te faltan 11 millones 🤡,15 ago.,@soyarieldunphy
Es un orgullo tabasqueño y ser mi paisano...,15 ago.,@KarlaDeLaFuen16
La única lucecita que nos haría feliz sería la de las velas de su funeral. Viejo ridículo e inepto.,15 ago.,@Gibranelblanco
En usted confiamos. Sigamos adelante presidente.,15 ago.,@ElReyTuitero
"@lopezobrador_ lleva 623 días que asumió el cargo.
Ya bajo la gasolina?
Ya se acabó el huachicol?
Ya se acabó el narcotráfico?
Ya no hay violencia?
Ya regreso el ejército a sus cuarteles?
Ya se domo la pandémia?
Ya vives mejor?
Ya se acabó la pobreza?
Ya creció la economía 6%?",15 ago.,@pacorodriguez13
"@lopezobrador_ @emoctezumab no podré dormir de imaginar a la gaviota, la corcholata, Bisogno, Adal, Ciro o su “economista, Ninel, etc  con un maestro dando clases cuando muchos apagamos la tv por sus contenidos y “estrellas”. @_VicenteSerrano @Rafaherrera1983",15 ago.,@1404mati
"El cártel más peligroso de México es el que habita en Palacio Nacional
#X1MxUnido",14 ago.,@JuanPer15965724
"""Vicente Guerrero es El siervo de la nación, le dictó a Andrés Quintana Roo, los sentimientos de la nación""
Atte @lopezobrador_

Después de este rebuzno histórico,  @lopezobrador_ será recordado cómo;

A) El Burro de la nación 
B) El Buey de la nación",14 ago.,@Sergio_Alzu
"Mi presidente, siempre haciendo el bien y siempre mejorando México.

Que orgulloso estoy de usted",14 ago.,@forozcolg
"Querido Presidente,deseamos que ya nos haga justicia la revolución y nos invite a Palacio Nacional a tener la fortuna de conocerlo,somos un numeroso grupo conocido como #AMLOVERS,@AleCuore_ @chioreya @nonalorehedzg03 @LOAMLO1 @jaretos @Luis90Rodrigu @LorenaOchoaD1 Abrazo.",14 ago.,@JORGEALBERTOAG4
Nuestro Presidente no se cansa! Gracias querido presidente @lopezobrador_ no cabe ninguna duda que usted es un grandísimo ejemplo! Saludos a usted y su señora esposa @BeatrizGMuller y a su familia. #AMLONoEstaSolo #VotoMasivoPorMorena2021 #VotoMasivoPorMorena,14 ago.,@Osozer0
Y para cuando mejora la economía y la seguridad en el país?,14 ago.,@jokerobrador
"No tardan en salir los bots mal pagados a tuitear:

«Ceñor presydente graciaz por ecsistir».",14 ago.,@Elegido123_
"Y seguimos en campaña López?
Se te va a ir la vida promocionando tu imágen y de gobernar nada. Es una lástima que nos salga tan caro tener y mantener a un candidato en vez de a un presidente.",14 ago.,@OsvaldoLuciotto
"En el Estado donde usted mando matar a 43 jóvenes, donde reina la violencia en cada pueblo.

Esta donde le gusta estar",14 ago.,@rr_analu
.Dejen de colgarse medallas que no son “triunfos” de ustedes. NO es logro de la #4T la vacuna que en acuerdo con la Fundación @Fund_CarlosSlim y el gobierno de Argentina se logrará tener en el primer semestre del 2021.  No fue iniciativa de ustedes. ¡NO mientan más!,14 ago.,@PArsof
"Los ""logros"" que presume el gob de 4ta:

- No haber destruído el tratado Neoliberal ahora llamado TMEC.
- Remesas de los inmigrantes.
- Financiamiento de la vacuna COVID por parte de Slim (el millonario mafioso prestanombres de Salinas según ellos).

Pobres diablos mediocres.",14 ago.,@oscarrb35
"Las mismas mentiras, pero preparadas a la talla, con Tamarindo y un Coco. 
Ahí pregúntele a toda la gente que vive del turismo como les va, desde antes de la pandemia.",14 ago.,@zavalado
Sólo pasé rapidito a recordarles que  la ineptitud del ᵖʳᵉˢᶦᵈᵉⁿᵗᵉ López Obrador está saliendo más cara que la peor corrupción del sexenio anterior.,14 ago.,@aracelibs
"@lopezobrador_ asegura que no tienen datos de hospitales saturados por pacientes de Covid.
La mortalidad de un hospital privado o de el Ejército es de 15% la de el IMSS y otros hospitales para el pueblo 43%,es decir que la posibilidad de salir con vida de ahí es un volado.",14 ago.,@AnalystTyrion
"Ahí la lleva presidente, le falta reunirse con las familias de al menos otras 60,000 personas desaparecidas",14 ago.,@JoseAGuevaraB
"La vacuna sólo es prevención y me da gusto que mexicanos científicos  sean destacados.
Presidente nos faltan médicos especialistas, ojala el ENARM se liberen más espacios ya que son muchos médicos que presentan un más o menos 55mil y solo quedan 10mil.necesitamos especialistas",14 ago.,@kokoGracia11
"A los periódicos @Reforma y @El_Universal_Mx :
Ya no cuenten los muertos por día. Porque a López Obrador le rencabrona.

Ahora hay que contarlos por hora y el presidente hasta lo va a presumir. Ya ven que improvisa y no lleva ideas.
#X1MxUnido",13 ago.,@JuanPer15965724
"Siguen faltando medicamentos para los niños con cáncer.
Siguen faltando medicamentos para los niños con cáncer.
Siguen faltando medicamentos para los niños con cáncer.
Siguen faltando medicamentos para los niños con cáncer.
Siguen faltando medicamentos para los niños con cáncer.",13 ago.,@RexMarin
JAJAJAJAJAJAJAJAJAJAJA,13 ago.,@AXL__tw
"""goVierno dE ANLO asepta que mEjicanos seamos ratonez de ecsperimento con la vacuna contra el COVID-19 de AstraZeneca. haci no ANLO""

—Los prófugos del ácido fólico pero que al mismo tiempo aman que FEMSA, Coca-Cola, OXXO y etc. experimenten negocios engordando a adultos y niños.",13 ago.,@Mamonymex
"Sí,se nota.
No hay medicinas para nos con Cáncer,ni apoyos a las empresas,ni creación de empléos.
Solo derróche de dinero para tus proyectoz fallidos.
Inépto!",13 ago.,@ManuelM57022300
"No hay medicamentos oncológicos, faltan vacunas para los niños y hay un serio desabasto de heparinas y anticoagulantes para tratar COVID, presidente.",13 ago.,@Vivianolala
"@lopezobrador_ informa hoy
La vacuna estará disponible para todos los mexicanos y será sin fines de lucro,para iniciar 150 a 450 millones de dosis
@rocioss @RoanaBuenavent1 @chioreya @silvana4747 @CLAUWATITO_JA @graceecancun @Yoly261504 @makdavicho1974 @Al_Ruiiz @VozconEco",13 ago.,@ramonav11
"Muy buen día, que grandiosa noticia, la vacuna que tanto se esperaba por fin se hizo, poco a poco se sigue venciendo la batalla a esta pandemia.",13 ago.,@EmmaChoquita
"Los empresarios, la iniciativa privada, los tecnócratas preparados que tanto envidia y odia López Obrador, sacando al país adelante como siempre. Por eso no querían que llegaras, Andrés, por eso te desprecian, porque eres un bueno para nada.",13 ago.,@TCiceronis
"Pues tienes serías dificultades esos cimientos. Con las medidas que tomas, demuestras todo lo contrario. 
Es el ejemplo lo que distinguen a hombres y gobiernos, no la palabra.",13 ago.,@jkrlos9
"Ok, distínguete por 
- surtir medicamento a niños con cáncer
- hacer una estrategia de seguridad que funcione
- mejorar servicios de salud
- cancelar tus proyectos caprcho
- generar empleo
- dejar de solapar a tu inepto gabinete
- trabaja!

Esas son nuestras necesidades, wey!",13 ago.,@HELDATELLEZ
"Buen dia mi presidente.

Escuchando las mejor noticia del mundo.

Es usten grandioso.",13 ago.,@forozcolg
"Pues se va a caer la casa, esta muy mal cimentada.
EL PEOR PRESIDENTE EN LA HISTORIA DE MÉXICO",13 ago.,@lax_william
"El distintivo de su gobierno es MENTIR, PRPTEGER CORRUPTOS, DESMANTELAR LA DEMOCRACIA y CULPAR A OTROS DE SUS MICHOS ERRORES.",13 ago.,@jesusgro_9
"Andrés Manuel, el cimiento de tu gobierno es la mentira y su distintivo es la destrucción.",13 ago.,@aracelibs
El cimiento y distintivo del mal gobierno de López es volver todo lo que toca una 💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩#Atolecracia,13 ago.,@PermanenteLa
A qué hora atiende a los niños con cancer???,13 ago.,@gerryboy10
Empezando con los niños con Cáncer?,13 ago.,@chobe77
Y cuando se va a reunir con los 53000 de covid. Mínimo con las incontables victimas de la violencia .,13 ago.,@utrilla_star
#NosFaltan53mil y tú sigues con el Circo que tú mismo armaste y utilizaste para desestabilizar al gobierno. Tu gente levantó a los 43 delincuentes de Ayotzinapa ¿Que le dices a los padres de los más de 100Mil #MuertosDeObrador #LOPEZGenocida @GobiernoMX FALLIDO,12 ago.,@PLakech
"Demagogo de 💩. Quien usa las muertes para propaganda es un miserable. ¿Cuando te reúnes con las familias de mas de 60,000 asesinados? ¿Cuando con las de mas de 150,000 muertos por tus estupideces respecto a la pandemia? ¿Cuando con 12 millones a los que dejaste sin ingreso?",12 ago.,@renebmex
Y porqué no se reúne con los familiares de los 54 000 muertos por COVID?,12 ago.,@Antizombies
"Puro beneficio para su popularidad. Lo que sí es que se le van juntando los muertos, agregue 53,000 para otra reunión. Esperemos que tampoco claudiquen. Exigimos verdad y justicia.",12 ago.,@ReginadelC
"Y los más de 150 mil que lleva este gobierno, digo por qué nos faltan !!
#Atolecracia",12 ago.,@somostusonrisa
Otra vez diciendo mentiras 🤭,12 ago.,@cecyfernandez
"Oye #cacas para reunirte con las familias de  los 54K muertos por covid, ve rentando el azteca.",12 ago.,@estupidonio
"Reúnete con las madres, padres, hermanos, tíos, sobrinos o familiares de los dolientes por estos crímenes que han sucedido en tu gestión en enero y diciembre pasados(2019) se cometieron en el país 34.582 homicidios dolosos.
Deje de jugar con el pueblo.",12 ago.,@3l_m4p4ch3
¿Y para cuándo con los padres desesperados por los medicamentos para sus hijos con cáncer?,12 ago.,@ChinitaFifi_
"De acuerdo, yo sabía que algún día estaríamos de acuerdo; bien y cuando empezamos? Ahí están sus hijos, Irma, John, Barttlet, Guevara, Blanco, Padierna, Bejarano, Napito, Monreal, Delgado, Olga, Batres, me disculpo si se me olvida alguien, error involuntario no quiero discriminar",12 ago.,@DiabloMayor14
"Adivino: les hiciste promesas que no vas a cumplir, porque no tienes mas información o forma de ayudar a estas personas.",12 ago.,@pedroj86
Comerciando con el dolor ajeno ante la total falta de resultados. Eres despreciable López,12 ago.,@vivamexico2021
"¿Cuántas veces se han reunido?
               Y 

Cuál es el resultado...

Dejen de lucrar con el dolor de las familias y den resultados.",12 ago.,@bta_Demian
Y ¿para cuándo es la reunión con los padres de los niños con cáncer? ¿Y los familiares de víctimas de feminicidio? ¿Y los familiares de muertos por la violencia? ¿Y los muertos por Covid-19? #LOPEZGenocida,12 ago.,@PermanenteLa
"¿Y la verdad y la justicia de más de 53 mil muertes de mexican@s de COVID-19 ocasionadas por la negligencia de su gobierno, cuando la conoceremos?",12 ago.,@David_Mozen
"No se hagan pendejos:
Los niños con cáncer siguen sin medicamentos.
Los niños con cáncer siguen sin medicamentos. 
Los niños con cáncer siguen sin medicamentos
Los niños con cáncer siguen sin medicamentos.
Los niños con cáncer siguen sin medicamentos.
+++++++Copia y pega+++++++",12 ago.,@tamanuecoa
A qué hora recibe a los papás de los niños con Cáncer ??,12 ago.,@adrian_benfield
El mandato primordial de los mexicanos es que te vayas muy lejos de aquí,12 ago.,@ChinitaFifi_
"Hoy el pueblo va a miseria
por tu indigno gobernar
y tú sigues en la histeria
por el mugre avión rifar...
Es patético tu actuar!!
Tan hambriento es tu deseo
por medalla y galardón
que parece vil neceo
por exaltar tu gestión
Plena de putrefacción!!

#PayadoresMx",12 ago.,@SergioRenovado
"¿Cuándo va a empezar a gobernar?, se le esta acumulando el trabajo.
Más de 53 mil muertes por COVID19
15 millones de mexicanos en pobreza extrema
65 millones no tienen como comprar la canasta básica
Empresas cerradas y desempleo 

Si no puede DIMITA, fuera el comunismo",12 ago.,@rr_analu
Para eliminar la corrupcion primero tendrías que renunciar y entregarte a las autoridades @lopezobrador_ ya que todo tu gobierno resultó ser una farsa corrupto y podrido eres un miserable demagogo inepto #ElPeorPresidenteDeLaHistoria #AmloCorrupto,12 ago.,@KalEl7612
"Increíble la forma en que este güey mentiroso habla en la conferencia y escribe en la red al mismo tiempo.
Cómo le hará?
Será que no es él el que escribe?
✋",12 ago.,@MauricioViramon
"Excelente Miércoles Sr. Presidente... esperemos esa justicia que millones de mexicanos anhelamos. Van a ir cayendo con el efecto dominó. 
#AMLOLujoDePresidente
#AMLOTeníaRazón
#CalderonAPrision
#PeñaNietoAPrision",12 ago.,@Yoly261504
"Buen dia mi presidente.
Solo puedo decir que le mandamos millones de bendiciones y abrazos

Dios no lo cuide siempre.",12 ago.,@forozcolg
"El buen juez por su casa empieza... Hasta el dia de hoy ni un solo gobierno al frente del país ha sido honesto, y decir: al menos yo esto, al menos ellos lo otro es conformarse con la mediocridad de los gobernantes, ya tuvo la presidencia y no supo que hacer, 18 años a la basura.",12 ago.,@GustvoLpez1
En Cancún seguimos esperando los medicamentos para la quimioterapia de pacientes con Cáncer! En el camino de esta lucha no sabe la cantidad de personas que ya conocí que los han puesto en espera con sus medicamentos y ahora ya solo les dicen que les queda un par de meses d vida,12 ago.,@paucowo
"Sin embargo, tanto la impunidad como la corrupción han encontrado acomodo en el gobierno de la 4T. Sus licitaciones directas, prestar oídos sordos al enriquecimiento ilícito de sus más cercanos, sus venganzas personales y sus eternas calumnias, lo convierten en más de lo mismo.",12 ago.,@bereaguilarv
El modo de gobernar de Amlo se va degenerando en una paranoia incontrolable que lleva al país  a una de sus mayores crisis.,12 ago.,@JuanManuelCLT
"Es correcto, y ya llevas año y medio y no vemos resultados, al contrario más corrupción y más impunidad, pero sobre todo más cinismo. Solicito tu #RenunciaPejetrefe",12 ago.,@oscardoppler
"Empiece con su gabinete! Irma Eréndira, Nahle, Zoé, Olguita, etc.",12 ago.,@RiosCorona1
"Algo muy importante que podremos hacer los ciudadanos para ayudar a México a recuperarse, es no votar por morena en 2021.",12 ago.,@aracelibs
"Buenos días Sr Presidente y a todo México menos a los TRAIDORES Y CORRUPTOS QE EMPEÑARON AL PAIS 
cómo @FelipeCalderon 
Sr Presidente por favor ya someta a consulta popular el JUICIO A EXPRESIDENTES POR TRAIDORES, NARCOS, GENOCIDAS Y CORRUPTOS. 
ES clamor popular !!
Ánimo",12 ago.,@MxJovenesMorena
"""¿Ya vieron? Visten con la vestimenta típica de sus pueblos originarios, seguramente no están capacitadas para el puesto.""

-Un facho racista estúpido, de esos que ni se dan entre la oposición.",12 ago.,@alejandrokent
"Sí, fachos, para esto es que millones de mexicanos votamos en las urnas y los vencimos por 30 puntos.

Así que mejor guarden sus insultos clasistas y racistas.

De nada sirven 😉

#EsUnHonorEstarConObrador",12 ago.,@comsatori
"Quien más para conocer al verdadero pueblo.
Bravo 👏🏼👏🏼",12 ago.,@AlmendraYek
Excelente decisión,12 ago.,@Brenn0505
"No dudo de la señoras como personas decentes y trabajadoras.
Pero, están preparadas académicamente?
Digo, no van a dirigir el puesto favorito de garnachas de Lopitos.",11 ago.,@alex_dm71
"López no da paso sin huarache, él busca personas a las que pueda manejar como sus títeres! No tengo nada en contra de ellas, pero sin duda se requiere de preparación para esos puestos! Pero López quiere dominar todo, por eso tiene puros floreros en el gobierno y la 4malformacion!",11 ago.,@escochav
López populachero,11 ago.,@FestivalChin
"Es una propuesta humanista y congruente con la realidad de un país, de un país como México dónde la discriminación se manejaba desde las altas esferas del poder, ¿se acuerdan cuándo se burló Lorenzo Córdova de indígenas de Guanajuato en un audio que filtrado?, es un buen inicio.",11 ago.,@Eltiotonysoy
"Ojalá junto a la foto pudiera mandar sus antecedentes reales y demostrar la capacidad que tienen para un puesto tan importante.
Muy bonito y el atuendo para la foto. 
#LopezDestruyendoMexico",11 ago.,@LauraMex
"Me parece excelente su tema de la inclusión.
Ojalá nos pueda compartir las credenciales de las candidatas para que no haya malpensados que crean que es una táctica de las que usted acostumbra para ""acercarse"" al pueblo bueno.",11 ago.,@Anaro74
"Sigues con tu teatro lopez #CacasObrador.  Cuántos muertos por violencia, Covid, cáncer?  #NarcoLopez amigo de los cárteles!!!

#EsteGobiernoSeAcabo
#GatellALaCarcel
#LOPEZGenocida
#LOPEZalPenal",11 ago.,@EugeniaLaraG1
"¿Y si saben de qué trata su puesto, o sólo las disfrazaron para que el pueblo bueno se identifique con ellas? Son organismos que exigen gran preparación y capacitación, esperemos las tengan.",11 ago.,@ReginadelC
"Ojalá que estén tan preparadas como están de bien disfrazadas
No se les fue ningún detalle!",11 ago.,@Antizombies
"Cuando necesites un Jefe del Instituto Nacional de Cardiología cuenta conmigo, ya que un servidor padece del corazón...inepto populista!!!😂",11 ago.,@miguelbpo
"Excelente, justicia se llama damos gracias al creador por tener un gobierno justo, humano, honesto, sincero y comprometido con el crecimiento de nuestro país
#AMLOElPuebloTeApoya
#AmloElMejorPresidenteDelMundo",11 ago.,@PrianiDalia
"No dudo de la capacidad de las personas de cualquier raza, sea indígena u otra!! pero no encuentro ningún perfil de estas mujeres, espero no sean nada mas títeres manipuladas por ti  Zoquete!!",11 ago.,@Cyberig
"Y sin cubrebocas, muy bien 👌🏻",11 ago.,@ChinitaFifi_
"Muchas gracias Sr Presidente..
Me siento muy orgullosa de usted 🙏",11 ago.,@martuchi63
"Saludo la excelente decisión y bienvenidos los nuevos tiempos en el @CONAPRED la transformación no es un tema de superficialidades, abrazo a todos los hermanos que nos dan rostro e identidad",11 ago.,@liderfiscal
"Cualquiera de ellas hará un excelente trabajo. 🇲🇽Es un honor, tenerte como Presidente 🇲🇽",11 ago.,@molotovmx
"De nuevo el marketing de lástima para causar ternura sin importar las consecuencias administrativas y operativas de las decisiones estomacales que toma siempre.

Dando cargos a personajes que impacten al corazón y no a la razón ni a la correcta administración pública.",11 ago.,@neoliberalover
"En su gabinete de floreros, lo único representado es la corrupción, el robo, la incapacidad y el servilismo. De esta basura de morenista y este ignorante anciano, no sale nada bueno. #LOPEZalPenal",11 ago.,@renebmex
Nonpos .. que hipócrita de su parte cuando Usted hace la separación de la Población civil en chairos y fifis.. al hablar de Comunidades indigenas. Usted mismo las Discrimina al mencionarlas como MEXICO PROFUNDO ¿que las sacó del pozo donde están?,11 ago.,@Dannyboy1961
"No dudo de que sean un orgullo mexicano. Pero lo más importante para un cargo de tanta responsabilidad es su formación académica ¿están preparadas, tienen experiencia?",11 ago.,@aracelibs
"Mujeres extraordinarias, como extraordinario es nuestro presidente.

En horabuena para estas guerreras y que quede la mejor opcion para el puesto.",11 ago.,@forozcolg
"Conapred no necesita de ""auténticas representantes del orgullo, la grandeza y el México profundo"". Necesita personas preparadas para el encargo, independientemente si pertenecen a un grupo étnico o no.
De otra forma vendrá otra Beatriz (o la misma) a dar órdenes y cortar cabezas.",11 ago.,@cparadal
"Que manera tan irresponsable de ordenarles que se quiten el cubrebocas.

Y ellas, sí reúnen sus requisitos para ser un auténtico florero.
90% lealtad 
10% capacidad",11 ago.,@bta_Demian
"¡Impecables propuestas, Presidente! Por fin un representante en la Presidencia de nuestro país orgulloso y además promotor de las culturas y las raíces mexicanas!¡Enhorabuena a las tres!",11 ago.,@jaretos
"Dónde podemos checar sus currículos, su activismo para prevenir la discriminación.

O solo por el hecho de ser indígenas ya están capacitadas para el cargo?",11 ago.,@pacorodriguez13
Vivan los pueblos originarios!!!!❤️,11 ago.,@LaLizLizLiz
Qué gusto tener un presidente como usted.,11 ago.,@ElReyTuitero
"Chingón, por ello presidente, dele pa'dela dando espacios, voz y dignidad a los pueblos indígenas. Esto pese a que los whitexicans, racistas y clasistas pegarán el berrido en el cielo; lo cuales ya no tardan a traerle a sus granjas de bots. Sólo ignore

Es ud el mejor presidente.",11 ago.,@Mamonymex
Que orgullo mi cabecita de algodón ♥️😍,11 ago.,@nayeli786
La justicia mexicana llegó....felicidades 👏👏👏👏,11 ago.,@KarlaDeLaFuen16
Y cuando te reúnes con los padres de niños con Cáncer sin tratamiento?,11 ago.,@oo7_Rob
"Pero el pueblo no confía en ti, si no hay más contagiados es porque la gente responsablemente tomo sus precauciones, porque si les hubiéramos hecho caso a tí y a Gatell, estaríamos en una situación verdaderamente de espanto

Ustedes son responsables de un gran número de muertes",11 ago.,@OmarIva71061938
"Pero, el pueblo ya no confía en su gobierno de caricatura para superar absolutamente nada, ese pueblo sabe perfectamente que debe rascarse con sus propias uñas. La ciudadanía esta consciente que nada bueno puede esperar de quien esta mas preocupado por celebrar y hacer rifas.",11 ago.,@Netinne18
"#NosFaltan53mil #SuperavitDeMuertos  dejen de engañar a la gente! En el tercer mundial de muertos por #Covid qué está haciendo #ElPeorGobiernoDeLaHistoria ? Son puros distractores! Farsantes! Váyanse lejos, ya saben dónde",11 ago.,@JuanSolito4
